source_root_id,relative_path,source_kind,source_sha256,pixel_sha256,stable_image_id,shape_y,shape_x,frames,channels,dtype,bit_depth,min,max,mean,std,p0,p0_1,p1,p5,p25,p50,p75,p95,p99,p99_9,p100,saturation_value,saturation_count,zero_count,culture_id,disease,tau_isoform,experimental_condition,div,div_token,series_index,filename_prefix,acquisition_group,experimental_group_id,parse_status,deprecated_inferred_pn,deprecated_inferred_round,deprecated_inferred_condition,deprecated_inferred_div,deprecated_biological_group_candidate,file_duplicate_group,pixel_duplicate_group,thumbnail_duplicate_group,near_duplicate_candidate_group,near_duplicate_score,near_duplicate_method,validation_flags,intended_split_status
sted_fiber_data,PN148_3R_AD_DIV03 (Series 5) [1].tif,fiber_image,3a98b27a34f4208f4101926e2911c4ae8f61ecb675cc42b7c9857cfcdbe6f187,19954a5c9a7e8bc6cf17c729b1b1498fcad5203b44983c04e0f785c291bcfdb1,img_8f0c5769644a9941a6e3,1024,1024,1,1,uint8,8,0,129,4.18673,5.21872,0,0,0,0,1,3,6,13,26,57,129,255,0,142825,PN148,AD,3R,AD_3R,3,DIV03,5,PN148_3R_AD_DIV03,PN148_3R_AD_DIV03,PN148_AD_3R_DIV03,parsed,PN148,3R,AD,DIV03,PN148_AD_3R_DIV03,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,elongated_high_intensity_component,unassigned
sted_fiber_data,PN148_3R_AD_DIV03 (Series 6) [1].tif,fiber_image,9740f63e0d0dc85cfc8bd7eb3cecfd38466d407ba843d230219be2e8e4c97e9b,2bbc869383e9bd912b536d6e77d15855f7f8167ee87de8b5704bd3caaf5d9776,img_42817c9a5d32487f7e87,1024,1024,1,1,uint8,8,0,184,12.7909,14.227,0,0,0,0,3,8,19,41,66,99,184,255,0,71619,PN148,AD,3R,AD_3R,3,DIV03,6,PN148_3R_AD_DIV03,PN148_3R_AD_DIV03,PN148_AD_3R_DIV03,parsed,PN148,3R,AD,DIV03,PN148_AD_3R_DIV03,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,none,unassigned
sted_fiber_data,PN148_3R_AD_DIV03 (Series 7) [1].tif,fiber_image,7df976a964e7f7f9ca3dce8c45e3862f6f8264e8d16c843c7b7354ad936fbf35,d9849dacc034523d78da560992e9eb02580200de1c2a52dd09f6dfb974f448b5,img_60d27b7997cc11df3559,1024,1024,1,1,uint8,8,0,189,6.07093,7.31633,0,0,0,0,1,4,8,19,34,67,189,255,0,120381,PN148,AD,3R,AD_3R,3,DIV03,7,PN148_3R_AD_DIV03,PN148_3R_AD_DIV03,PN148_AD_3R_DIV03,parsed,PN148,3R,AD,DIV03,PN148_AD_3R_DIV03,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,elongated_high_intensity_component,unassigned
sted_fiber_data,PN148_3R_AD_DIV03 (Series 8) [1].tif,fiber_image,4921b34550d70e7448af0274eadccf8563465b47c810bd8e52acd2b831e87519,6e3d95cc710cc4f70ad007cfb2cfd25e983478508f182c9f99e2eb652252a23e,img_85b5cc1474f363c08caf,1024,1024,1,1,uint8,8,0,87,5.43529,4.72224,0,0,0,0,3,4,8,14,21,37,87,255,0,84230,PN148,AD,3R,AD_3R,3,DIV03,8,PN148_3R_AD_DIV03,PN148_3R_AD_DIV03,PN148_AD_3R_DIV03,parsed,PN148,3R,AD,DIV03,PN148_AD_3R_DIV03,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,none,unassigned
sted_fiber_data,PN148_3R_AD_DIV03 (Series 9) [1].tif,fiber_image,f6a2789865f48fb59704ef45df13fe14969588acf787d1b48a2fa1f3fd231e70,bb8088730859dc802530c6bfca5848edbd40f518762eabb126abbc2704bb281e,img_6ac7c51d471c2737fda3,1024,1024,1,1,uint8,8,0,255,8.9553,19.2428,0,0,0,0,1,4,8,34,109,197,255,255,45,144170,PN148,AD,3R,AD_3R,3,DIV03,9,PN148_3R_AD_DIV03,PN148_3R_AD_DIV03,PN148_AD_3R_DIV03,parsed,PN148,3R,AD,DIV03,PN148_AD_3R_DIV03,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,saturation,unassigned
sted_fiber_data,PN148_3R_AD_DIV05 (Series 0) [1].tif,fiber_image,09055f3ac5157a99d564054ea923b37527154fd11fa54f03566831f917302cb1,d31549e55ccdbe7664842c3552c8c86a88c9dee8fceba83df6a4ff480fcf9339,img_efbd2f7426058325c7ff,1024,1024,1,1,uint8,8,0,130,5.31326,6.01905,0,0,0,0,1,4,8,14,31,56,130,255,0,132456,PN148,AD,3R,AD_3R,5,DIV05,0,PN148_3R_AD_DIV05,PN148_3R_AD_DIV05,PN148_AD_3R_DIV05,parsed,PN148,3R,AD,DIV05,PN148_AD_3R_DIV05,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,none,unassigned
sted_fiber_data,PN148_3R_AD_DIV05 (Series 1) [1].tif,fiber_image,87df21e2495aecc7aea8aee35e4d69ddf41ee5510b79622f2ebc6957f4a330fd,70d2151a0f5378f4d80ca826a6fa410f99d72d4d730b98882025f70ab7cc527a,img_bc6f63665bc839fc047f,1024,1024,1,1,uint8,8,0,255,12.2486,19.8327,0,0,0,0,3,6,14,44,102,195,255,255,29,106552,PN148,AD,3R,AD_3R,5,DIV05,1,PN148_3R_AD_DIV05,PN148_3R_AD_DIV05,PN148_AD_3R_DIV05,parsed,PN148,3R,AD,DIV05,PN148_AD_3R_DIV05,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,saturation,unassigned
sted_fiber_data,PN148_3R_AD_DIV05 (Series 10) [1].tif,fiber_image,5ad7f658bf88851570ba25daf71b7df51ae60c354d4612212c7906b73fb3baff,8913ceab8e4e028be7681c8ded5efbfd3f3039fd475870af1359234b4b6c3b5f,img_3f1c62066c5a723e23d4,1024,1024,1,1,uint8,8,0,185,6.33072,7.94306,0,0,0,0,1,4,8,21,39,71,185,255,0,136686,PN148,AD,3R,AD_3R,5,DIV05,10,PN148_3R_AD_DIV05,PN148_3R_AD_DIV05,PN148_AD_3R_DIV05,parsed,PN148,3R,AD,DIV05,PN148_AD_3R_DIV05,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,none,unassigned
sted_fiber_data,PN148_3R_AD_DIV05 (Series 11) [1].tif,fiber_image,7f425b362fda06d85553b951dffdac326fd649330d74362ec3439f50f09a9d65,102eff86774c9976515ef3bf3df4da0e8ee4497a600c1ac01f99b7749667d4bb,img_e9671d916913e718eb97,1024,1024,1,1,uint8,8,0,130,4.69184,6.18018,0,0,0,0,1,3,6,16,31,54,130,255,0,165896,PN148,AD,3R,AD_3R,5,DIV05,11,PN148_3R_AD_DIV05,PN148_3R_AD_DIV05,PN148_AD_3R_DIV05,parsed,PN148,3R,AD,DIV05,PN148_AD_3R_DIV05,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,none,unassigned
sted_fiber_data,PN148_3R_AD_DIV05 (Series 12) [1].tif,fiber_image,7a60795cc98c777a6b5981a7117a8d797138bc5b3b9e91effd32c0de7d01d264,21fee325a6a5bcb7d6b06275b66a22006a5fec6b1cae2bc760435d7006afd17e,img_82df36916f5d6a4c9593,1024,1024,1,1,uint8,8,0,125,2.56554,3.97237,0,0,0,0,0,1,3,8,19,44,125,255,0,262313,PN148,AD,3R,AD_3R,5,DIV05,12,PN148_3R_AD_DIV05,PN148_3R_AD_DIV05,PN148_AD_3R_DIV05,parsed,PN148,3R,AD,DIV05,PN148_AD_3R_DIV05,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,elongated_high_intensity_component,unassigned
sted_fiber_data,PN148_3R_AD_DIV05 (Series 13) [1].tif,fiber_image,55518676c149023f7a542f907d7fcc8b25e771df17f127274a87289566e72cd1,77e86fa535fcfdaacaad84d43de49fae8eb415c15d4543f652e096e289356898,img_336e332b62e7aeecdaa5,1024,1024,1,1,uint8,8,0,135,8.21541,8.73097,0,0,0,0,3,6,11,26,42,69,135,255,0,75300,PN148,AD,3R,AD_3R,5,DIV05,13,PN148_3R_AD_DIV05,PN148_3R_AD_DIV05,PN148_AD_3R_DIV05,parsed,PN148,3R,AD,DIV05,PN148_AD_3R_DIV05,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,none,unassigned
sted_fiber_data,PN148_3R_AD_DIV05 (Series 14) [1].tif,fiber_image,70632c9aaa9c3acaec4429d6d8f6e294f83039e6e668c9015e46d0084ae845bc,66bd74b3651fafcb77ddb364b6da8bb18736b55b9da86abbaccc62bc4f863fce,img_05ef13116918fe81f04f,1024,1024,1,1,uint8,8,0,242,11.7609,16.3706,0,0,0,0,3,8,14,37,91,152,242,255,0,98699,PN148,AD,3R,AD_3R,5,DIV05,14,PN148_3R_AD_DIV05,PN148_3R_AD_DIV05,PN148_AD_3R_DIV05,parsed,PN148,3R,AD,DIV05,PN148_AD_3R_DIV05,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,elongated_high_intensity_component,unassigned
sted_fiber_data,PN148_3R_AD_DIV05 (Series 2) [1].tif,fiber_image,43505d0bb7de8ddc36c5fca2e2ac7617c8d7dbf4d1a5ed3724111650b961e325,235c5818a1c789fbe45764a9b4f182f61e4e7448dc16b6e2594eb73763ea2cef,img_a384df1a12d4f8b185b3,1024,1024,1,1,uint8,8,0,109,4.08883,5.07706,0,0,0,0,1,3,6,13,23,47,109,255,0,219654,PN148,AD,3R,AD_3R,5,DIV05,2,PN148_3R_AD_DIV05,PN148_3R_AD_DIV05,PN148_AD_3R_DIV05,parsed,PN148,3R,AD,DIV05,PN148_AD_3R_DIV05,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,elongated_high_intensity_component,unassigned
sted_fiber_data,PN148_3R_AD_DIV05 (Series 3) [1].tif,fiber_image,2fe594ac859ff88c1a932af44b9a2b8799bdecf61e4752dbae34fa31bd63a0a8,3e07c819684ace3c0aeed38d289c2f4f22a9162be6a719f4e7939fd6e0ada015,img_6c2ecbaaa6ef986d7a8a,1024,1024,1,1,uint8,8,0,255,11.282,18.9532,0,0,0,0,3,6,14,34,96,220,255,255,81,110471,PN148,AD,3R,AD_3R,5,DIV05,3,PN148_3R_AD_DIV05,PN148_3R_AD_DIV05,PN148_AD_3R_DIV05,parsed,PN148,3R,AD,DIV05,PN148_AD_3R_DIV05,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,saturation,unassigned
sted_fiber_data,PN148_3R_AD_DIV05 (Series 4) [1].tif,fiber_image,7f0031edbfe95bab4748b96726be2e4ae5c48dab4496875d9c7576d3d7f1d13b,6cf24053c3b26106da54d8f3fef0b33bff7eb0c4db855de5a1818d8404517ec4,img_fadc74fa80dfbd3600a9,1024,1024,1,1,uint8,8,0,117,3.71505,5.05902,0,0,0,0,1,3,4,11,24,57,117,255,0,171618,PN148,AD,3R,AD_3R,5,DIV05,4,PN148_3R_AD_DIV05,PN148_3R_AD_DIV05,PN148_AD_3R_DIV05,parsed,PN148,3R,AD,DIV05,PN148_AD_3R_DIV05,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,elongated_high_intensity_component,unassigned
sted_fiber_data,PN148_3R_AD_DIV05 (Series 5) [1].tif,fiber_image,132e1d27a2ab743ce4627fb94bd5d23d5b1709cbb52f618903080a1f8780ffaa,dacb30bf81bb0a1d39675370995a7ca55a94d9e4697067648dc3b6e9c5bdd089,img_4327d9c9257893503503,1024,1024,1,1,uint8,8,0,90,4.0726,4.2327,0,0,0,0,1,3,6,11,19,39,90,255,0,138209,PN148,AD,3R,AD_3R,5,DIV05,5,PN148_3R_AD_DIV05,PN148_3R_AD_DIV05,PN148_AD_3R_DIV05,parsed,PN148,3R,AD,DIV05,PN148_AD_3R_DIV05,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,elongated_high_intensity_component,unassigned
sted_fiber_data,PN148_3R_AD_DIV05 (Series 6) [1].tif,fiber_image,d71c9f3e8f79788830dbdaf05a33810e0350883ce549e967353b50e17ce598a5,fba84b132b05ec64904db5d510efe3d926962c125b634acc2810d265d28ecfce,img_8997c259722f04459949,1024,1024,1,1,uint8,8,0,255,22.8238,33.8316,0,0,0,1,4,11,26,92,180,240,255,255,399,43724,PN148,AD,3R,AD_3R,5,DIV05,6,PN148_3R_AD_DIV05,PN148_3R_AD_DIV05,PN148_AD_3R_DIV05,parsed,PN148,3R,AD,DIV05,PN148_AD_3R_DIV05,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,saturation,unassigned
sted_fiber_data,PN148_3R_AD_DIV05 (Series 7) [1].tif,fiber_image,ed9842e025225c4e39523f57d0919293b4e47c2184d075ce973b7d9a1da2f6ec,8255f1dc9ed6b35a7a7315a8db8e40f808ea74a947bf5fb85e5007243047f447,img_c1cd5e51bd23025fc12e,1024,1024,1,1,uint8,8,0,74,4.54717,4.38075,0,0,0,0,1,4,6,13,19,37,74,255,0,113251,PN148,AD,3R,AD_3R,5,DIV05,7,PN148_3R_AD_DIV05,PN148_3R_AD_DIV05,PN148_AD_3R_DIV05,parsed,PN148,3R,AD,DIV05,PN148_AD_3R_DIV05,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,none,unassigned
sted_fiber_data,PN148_3R_AD_DIV05 (Series 8) [1].tif,fiber_image,9beccb9d32305c292b76c1672bb04d38036b5a289cebc22753b9916b1aa09a5d,c5dc5b46dfabba378fb4549c771473ce9f50df7e88d7812d56250bc0f8c150da,img_3010971d14e8352a0328,1024,1024,1,1,uint8,8,0,205,9.08464,8.3875,0,0,0,1,4,8,13,23,41,82,205,255,0,34471,PN148,AD,3R,AD_3R,5,DIV05,8,PN148_3R_AD_DIV05,PN148_3R_AD_DIV05,PN148_AD_3R_DIV05,parsed,PN148,3R,AD,DIV05,PN148_AD_3R_DIV05,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,none,unassigned
sted_fiber_data,PN148_3R_AD_DIV05 (Series 9) [1].tif,fiber_image,5f60935f4474c462534652010000decc0d3f11d261f261e130c5500b838670b4,ebd5b69a50cd365a67c169232a1f9611b2f1ea55873ec9891f617101fbc91382,img_37f487122c9963d39984,1024,1024,1,1,uint8,8,0,170,5.1739,7.56101,0,0,0,0,1,3,6,16,34,92,170,255,0,150289,PN148,AD,3R,AD_3R,5,DIV05,9,PN148_3R_AD_DIV05,PN148_3R_AD_DIV05,PN148_AD_3R_DIV05,parsed,PN148,3R,AD,DIV05,PN148_AD_3R_DIV05,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,none,unassigned
sted_fiber_data,PN148_3R_AD_DIV07 (Series 0) [1].tif,fiber_image,b5839d73dfc9928827dc502f7347d3fbe79507b9f07eddcbd34723eea8e2b74e,d4b79b7262db248ab96f0f96cf0c286466fe21edb8cd64154f238863b737edc8,img_af6313c152e9bc38a66c,1024,1024,1,1,uint8,8,0,218,12.7392,15.1362,0,0,0,0,3,8,18,41,72,115,218,255,0,107552,PN148,AD,3R,AD_3R,7,DIV07,0,PN148_3R_AD_DIV07,PN148_3R_AD_DIV07,PN148_AD_3R_DIV07,parsed,PN148,3R,AD,DIV07,PN148_AD_3R_DIV07,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,none,unassigned
sted_fiber_data,PN148_3R_AD_DIV07 (Series 1) [1].tif,fiber_image,ad5f6667a414ff7c67fcf67fd829a7147ddd53192a034f4e1ea88d1b6ed031d8,46085bf8f738cf873a1c04dc5f5ac6243e1c433c195440a2a69ba890f17526e6,img_b06435e676087b2c39f4,1024,1024,1,1,uint8,8,0,135,3.20871,3.31257,0,0,0,0,1,3,4,9,13,34,135,255,0,161293,PN148,AD,3R,AD_3R,7,DIV07,1,PN148_3R_AD_DIV07,PN148_3R_AD_DIV07,PN148_AD_3R_DIV07,parsed,PN148,3R,AD,DIV07,PN148_AD_3R_DIV07,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,elongated_high_intensity_component,unassigned
sted_fiber_data,PN148_3R_AD_DIV07 (Series 10) [1].tif,fiber_image,526d02e8299f60e21cc3c97144ee53ac05a6af7ebbe87e9e1561ea5a90e09503,9fa650eef6e5d7c1651efc41c270998ea7f2f4858c5b847ee406b4ad61b706f8,img_41282a1b6b24e8e29d3c,1024,1024,1,1,uint8,8,0,205,16.7092,16.4164,0,0,0,1,4,11,24,49,76,117,205,255,0,34745,PN148,AD,3R,AD_3R,7,DIV07,10,PN148_3R_AD_DIV07,PN148_3R_AD_DIV07,PN148_AD_3R_DIV07,parsed,PN148,3R,AD,DIV07,PN148_AD_3R_DIV07,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,none,unassigned
sted_fiber_data,PN148_3R_AD_DIV07 (Series 11) [1].tif,fiber_image,67f4830d9c8637a2532b4cc7d2f4424a5fef14a1abe890be842ba73eec9fae2e,7dfcb0992fb2c22f08ffe8d4606a64d8df8660ef9d6449b88323502f7af539c5,img_bb9526aa8e73e5120f68,1024,1024,1,1,uint8,8,0,162,5.90499,8.47952,0,0,0,0,1,3,8,24,39,62,162,255,0,195027,PN148,AD,3R,AD_3R,7,DIV07,11,PN148_3R_AD_DIV07,PN148_3R_AD_DIV07,PN148_AD_3R_DIV07,parsed,PN148,3R,AD,DIV07,PN148_AD_3R_DIV07,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,elongated_high_intensity_component,unassigned
sted_fiber_data,PN148_3R_AD_DIV07 (Series 12) [1].tif,fiber_image,c8638653e3edeadc2fd1180182d3d76bb9c9363b78ca932fc00c54fe9c599c81,0b24fd3eb70b89df982c55d2ab5a473047db3469fac6ff560f8e5bd337187702,img_2fa4cb54c075c955d833,1024,1024,1,1,uint8,8,0,220,7.09379,8.09922,0,0,0,0,3,4,9,21,39,69,220,255,0,101725,PN148,AD,3R,AD_3R,7,DIV07,12,PN148_3R_AD_DIV07,PN148_3R_AD_DIV07,PN148_AD_3R_DIV07,parsed,PN148,3R,AD,DIV07,PN148_AD_3R_DIV07,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,elongated_high_intensity_component,unassigned
sted_fiber_data,PN148_3R_AD_DIV07 (Series 13) [1].tif,fiber_image,e4295594b6fdeac07ed40e11a5673f26c95ef3a993f9f014c5ff1080a4e63177,d8a736fd2371b1398055dd3f642807d0c5490923c5c113839f9d05c5630f2c8f,img_790402c5b71e8e2f9f81,1024,1024,1,1,uint8,8,0,129,12.7892,12.8823,0,0,0,0,3,9,19,39,57,82,129,255,0,74814,PN148,AD,3R,AD_3R,7,DIV07,13,PN148_3R_AD_DIV07,PN148_3R_AD_DIV07,PN148_AD_3R_DIV07,parsed,PN148,3R,AD,DIV07,PN148_AD_3R_DIV07,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,elongated_high_intensity_component,unassigned
sted_fiber_data,PN148_3R_AD_DIV07 (Series 14) [1].tif,fiber_image,a8d45b845b73ac429954f5ecf2c084172e0c4fd423016d1e130f708f88ea6544,6c74584d2a7f3ef69f78e670fe61cfe83658bce455fb34e1a7404a962175b9f8,img_6354fbe0270925b9d4c5,1024,1024,1,1,uint8,8,0,72,3.26342,3.42364,0,0,0,0,1,3,4,9,16,32,72,255,0,164991,PN148,AD,3R,AD_3R,7,DIV07,14,PN148_3R_AD_DIV07,PN148_3R_AD_DIV07,PN148_AD_3R_DIV07,parsed,PN148,3R,AD,DIV07,PN148_AD_3R_DIV07,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,elongated_high_intensity_component,unassigned
