stable_image_id,source_kind,culture_id,disease,tau_isoform,experimental_condition,div,div_token,series_index,experimental_group_id,acquisition_group,eligibility,primary_metric_role,secondary_image_eval_role,assignment_reason,grouping_rule,human_approved,synthetic_split,override_status,override_reason
img_4327d9c9257893503503,fiber_image,PN148,AD,3R,AD_3R,5,DIV05,5,PN148_AD_3R_DIV05,PN148_3R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_8997c259722f04459949,fiber_image,PN148,AD,3R,AD_3R,5,DIV05,6,PN148_AD_3R_DIV05,PN148_3R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_c1cd5e51bd23025fc12e,fiber_image,PN148,AD,3R,AD_3R,5,DIV05,7,PN148_AD_3R_DIV05,PN148_3R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_3010971d14e8352a0328,fiber_image,PN148,AD,3R,AD_3R,5,DIV05,8,PN148_AD_3R_DIV05,PN148_3R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_37f487122c9963d39984,fiber_image,PN148,AD,3R,AD_3R,5,DIV05,9,PN148_AD_3R_DIV05,PN148_3R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_3f1c62066c5a723e23d4,fiber_image,PN148,AD,3R,AD_3R,5,DIV05,10,PN148_AD_3R_DIV05,PN148_3R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_e9671d916913e718eb97,fiber_image,PN148,AD,3R,AD_3R,5,DIV05,11,PN148_AD_3R_DIV05,PN148_3R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_82df36916f5d6a4c9593,fiber_image,PN148,AD,3R,AD_3R,5,DIV05,12,PN148_AD_3R_DIV05,PN148_3R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_336e332b62e7aeecdaa5,fiber_image,PN148,AD,3R,AD_3R,5,DIV05,13,PN148_AD_3R_DIV05,PN148_3R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_05ef13116918fe81f04f,fiber_image,PN148,AD,3R,AD_3R,5,DIV05,14,PN148_AD_3R_DIV05,PN148_3R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_af6313c152e9bc38a66c,fiber_image,PN148,AD,3R,AD_3R,7,DIV07,0,PN148_AD_3R_DIV07,PN148_3R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_b06435e676087b2c39f4,fiber_image,PN148,AD,3R,AD_3R,7,DIV07,1,PN148_AD_3R_DIV07,PN148_3R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_6fea70ce23f72c4ab598,fiber_image,PN148,AD,3R,AD_3R,7,DIV07,2,PN148_AD_3R_DIV07,PN148_3R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_aa4518ca568252cab18b,fiber_image,PN148,AD,3R,AD_3R,7,DIV07,3,PN148_AD_3R_DIV07,PN148_3R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_a7abf649f0bc64be6903,fiber_image,PN148,AD,3R,AD_3R,7,DIV07,4,PN148_AD_3R_DIV07,PN148_3R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_628e54059c0234c34515,fiber_image,PN148,AD,3R,AD_3R,7,DIV07,5,PN148_AD_3R_DIV07,PN148_3R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_6bdff4cbc2cb4ee79484,fiber_image,PN148,AD,3R,AD_3R,7,DIV07,6,PN148_AD_3R_DIV07,PN148_3R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_36887275f74c2800d428,fiber_image,PN148,AD,3R,AD_3R,7,DIV07,7,PN148_AD_3R_DIV07,PN148_3R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_8fa2450a020230008df2,fiber_image,PN148,AD,3R,AD_3R,7,DIV07,8,PN148_AD_3R_DIV07,PN148_3R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_d2e8b14a3e38192820a2,fiber_image,PN148,AD,3R,AD_3R,7,DIV07,9,PN148_AD_3R_DIV07,PN148_3R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_41282a1b6b24e8e29d3c,fiber_image,PN148,AD,3R,AD_3R,7,DIV07,10,PN148_AD_3R_DIV07,PN148_3R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_bb9526aa8e73e5120f68,fiber_image,PN148,AD,3R,AD_3R,7,DIV07,11,PN148_AD_3R_DIV07,PN148_3R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_2fa4cb54c075c955d833,fiber_image,PN148,AD,3R,AD_3R,7,DIV07,12,PN148_AD_3R_DIV07,PN148_3R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_790402c5b71e8e2f9f81,fiber_image,PN148,AD,3R,AD_3R,7,DIV07,13,PN148_AD_3R_DIV07,PN148_3R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_6354fbe0270925b9d4c5,fiber_image,PN148,AD,3R,AD_3R,7,DIV07,14,PN148_AD_3R_DIV07,PN148_3R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_3c0c3ec1bb0439bd6030,fiber_image,PN148,AD,3R,AD_3R,10,DIV10,0,PN148_AD_3R_DIV10,PN148_3R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_ff5eaa25d9b69644ae78,fiber_image,PN148,AD,3R,AD_3R,10,DIV10,1,PN148_AD_3R_DIV10,PN148_3R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_a2b60271e392e44ab4e6,fiber_image,PN148,AD,3R,AD_3R,10,DIV10,2,PN148_AD_3R_DIV10,PN148_3R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_2a83cf27e86fd0275008,fiber_image,PN148,AD,3R,AD_3R,10,DIV10,3,PN148_AD_3R_DIV10,PN148_3R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_66e6831a96cc2c971d46,fiber_image,PN148,AD,3R,AD_3R,10,DIV10,4,PN148_AD_3R_DIV10,PN148_3R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_3eb9582a5c396fb263cd,fiber_image,PN148,AD,3R,AD_3R,10,DIV10,5,PN148_AD_3R_DIV10,PN148_3R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_326a83325050177883ff,fiber_image,PN148,AD,3R,AD_3R,10,DIV10,6,PN148_AD_3R_DIV10,PN148_3R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_ea91c645683f7bd78ded,fiber_image,PN148,AD,3R,AD_3R,10,DIV10,7,PN148_AD_3R_DIV10,PN148_3R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_d076806a156c74e5e9ab,fiber_image,PN148,AD,3R,AD_3R,10,DIV10,8,PN148_AD_3R_DIV10,PN148_3R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_ac59ddadde44b32aad03,fiber_image,PN148,AD,3R,AD_3R,10,DIV10,9,PN148_AD_3R_DIV10,PN148_3R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_09bab76de392bf78e8c8,fiber_image,PN148,AD,3R,AD_3R,10,DIV10,10,PN148_AD_3R_DIV10,PN148_3R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_65ff1c564421c1849678,fiber_image,PN148,AD,3R,AD_3R,10,DIV10,11,PN148_AD_3R_DIV10,PN148_3R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_b6556986cb7adc1c4bc7,fiber_image,PN148,AD,3R,AD_3R,10,DIV10,12,PN148_AD_3R_DIV10,PN148_3R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_95c7225b6e02ba9a7c7d,fiber_image,PN148,AD,3R,AD_3R,10,DIV10,13,PN148_AD_3R_DIV10,PN148_3R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_1004be7bb7f6a85971ff,fiber_image,PN148,AD,3R,AD_3R,10,DIV10,14,PN148_AD_3R_DIV10,PN148_3R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_afdfb6f5fe1befc1d488,fiber_image,PN148,AD,3R,AD_3R,11,DIV11,0,PN148_AD_3R_DIV11,PN148_3R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_7a46bf510c5e3496e9a0,fiber_image,PN148,AD,3R,AD_3R,11,DIV11,1,PN148_AD_3R_DIV11,PN148_3R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_30ef8b924a37d36c8358,fiber_image,PN148,AD,3R,AD_3R,11,DIV11,2,PN148_AD_3R_DIV11,PN148_3R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_a3993391af4e7f675d55,fiber_image,PN148,AD,3R,AD_3R,11,DIV11,3,PN148_AD_3R_DIV11,PN148_3R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_4c0e59b9383f6afe093d,fiber_image,PN148,AD,3R,AD_3R,11,DIV11,4,PN148_AD_3R_DIV11,PN148_3R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_aa6e949a5fb4e1af4311,fiber_image,PN148,AD,3R,AD_3R,11,DIV11,5,PN148_AD_3R_DIV11,PN148_3R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_56ef07d8b186f329bbb1,fiber_image,PN148,AD,3R,AD_3R,11,DIV11,6,PN148_AD_3R_DIV11,PN148_3R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_4c32c3f3ec62b42b61b2,fiber_image,PN148,AD,3R,AD_3R,11,DIV11,7,PN148_AD_3R_DIV11,PN148_3R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_0db246d8332433f77358,fiber_image,PN148,AD,3R,AD_3R,11,DIV11,8,PN148_AD_3R_DIV11,PN148_3R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_80637c6ee2c20941bd30,fiber_image,PN148,AD,3R,AD_3R,11,DIV11,9,PN148_AD_3R_DIV11,PN148_3R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_11be543bc5496ac91286,fiber_image,PN148,AD,3R,AD_3R,11,DIV11,10,PN148_AD_3R_DIV11,PN148_3R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_d78c531fbd045674570a,fiber_image,PN148,AD,3R,AD_3R,11,DIV11,11,PN148_AD_3R_DIV11,PN148_3R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_a35724c4af1171295a36,fiber_image,PN148,AD,3R,AD_3R,11,DIV11,12,PN148_AD_3R_DIV11,PN148_3R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_908b7626488400e9bd20,fiber_image,PN148,AD,3R,AD_3R,11,DIV11,13,PN148_AD_3R_DIV11,PN148_3R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_0b664bdb72a82de0b584,fiber_image,PN148,AD,3R,AD_3R,11,DIV11,14,PN148_AD_3R_DIV11,PN148_3R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_b8aa44c8935923b65010,fiber_image,PN148,AD,3R,AD_3R,13,DIV13,0,PN148_AD_3R_DIV13,PN148_3R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_f28654f3b799f32db30b,fiber_image,PN148,AD,3R,AD_3R,13,DIV13,1,PN148_AD_3R_DIV13,PN148_3R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_d6a40cce7dc882de2b3e,fiber_image,PN148,AD,3R,AD_3R,13,DIV13,2,PN148_AD_3R_DIV13,PN148_3R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_423b6d1536fbc93bf500,fiber_image,PN148,AD,3R,AD_3R,13,DIV13,3,PN148_AD_3R_DIV13,PN148_3R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_da1d6e434343b6f22aa8,fiber_image,PN148,AD,3R,AD_3R,13,DIV13,4,PN148_AD_3R_DIV13,PN148_3R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_dacb151ade2039062abe,fiber_image,PN148,AD,3R,AD_3R,13,DIV13,5,PN148_AD_3R_DIV13,PN148_3R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_adf0a73f0c61c7077f54,fiber_image,PN148,AD,3R,AD_3R,13,DIV13,6,PN148_AD_3R_DIV13,PN148_3R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_1f10802bd4257d677129,fiber_image,PN148,AD,3R,AD_3R,13,DIV13,7,PN148_AD_3R_DIV13,PN148_3R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_8ae737e06573d8545ce4,fiber_image,PN148,AD,3R,AD_3R,13,DIV13,8,PN148_AD_3R_DIV13,PN148_3R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_1e5cb83f9f64e0c16706,fiber_image,PN148,AD,3R,AD_3R,13,DIV13,9,PN148_AD_3R_DIV13,PN148_3R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_0751617f37f573b03bb5,fiber_image,PN148,AD,3R,AD_3R,13,DIV13,10,PN148_AD_3R_DIV13,PN148_3R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_6786c4e69a2dd3728358,fiber_image,PN148,AD,3R,AD_3R,13,DIV13,11,PN148_AD_3R_DIV13,PN148_3R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_6b3bc654e1815c44bda5,fiber_image,PN148,AD,3R,AD_3R,13,DIV13,12,PN148_AD_3R_DIV13,PN148_3R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_1d558d24d093e7bd630c,fiber_image,PN148,AD,3R,AD_3R,13,DIV13,13,PN148_AD_3R_DIV13,PN148_3R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_3d874fa92402c1373dbf,fiber_image,PN148,AD,3R,AD_3R,13,DIV13,14,PN148_AD_3R_DIV13,PN148_3R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_22b8bcb88a805b153993,blank_background,PN148,AD,3R,AD_3R,15,DIV15,0,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_52fd567a6489c2ee806f,blank_background,PN148,AD,3R,AD_3R,15,DIV15,1,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_ca042c3dcfcf09035923,blank_background,PN148,AD,3R,AD_3R,15,DIV15,2,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_0edb6472854aea980f2a,blank_background,PN148,AD,3R,AD_3R,15,DIV15,3,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_e5db75d93a225639e3a4,blank_background,PN148,AD,3R,AD_3R,15,DIV15,4,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_e365a76f42760dd466b9,blank_background,PN148,AD,3R,AD_3R,15,DIV15,5,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_7902deec8b57c29e9a62,blank_background,PN148,AD,3R,AD_3R,15,DIV15,6,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_fe985fa79b4211834161,blank_background,PN148,AD,3R,AD_3R,15,DIV15,7,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_5882372f16349d4ccf22,blank_background,PN148,AD,3R,AD_3R,15,DIV15,8,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_1672f71f16b77dc4d642,blank_background,PN148,AD,3R,AD_3R,15,DIV15,9,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_e346ea478db12b518ac8,blank_background,PN148,AD,3R,AD_3R,15,DIV15,10,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_6fcc906a6259240a019e,blank_background,PN148,AD,3R,AD_3R,15,DIV15,11,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_a538de08cfa15ee606a9,blank_background,PN148,AD,3R,AD_3R,15,DIV15,12,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_44974790651d1b7badfa,blank_background,PN148,AD,3R,AD_3R,15,DIV15,13,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_1ba419dc88931db47c8c,blank_background,PN148,AD,3R,AD_3R,15,DIV15,14,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_8830a6d9acf5e56b640e,fiber_image,PN148,AD,3R,AD_3R,15,DIV15,0,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_505cd7e24570746eb343,fiber_image,PN148,AD,3R,AD_3R,15,DIV15,1,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
