sample_id,npz_path,metadata_path,schema_version,generator_version,parent_synthetic_sample_id,source_blank_id,source_synthetic_split,split
sted_blank_composites_training_v1_schema08_0010,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0010.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0010.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0010,img_2e9cc5effd6823d55d02,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0011,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0011.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0011.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0011,img_34d44dfa65b93f389f95,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0012,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0012.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0012.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0012,img_380582f92698aae8c505,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0013,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0013.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0013.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0013,img_3fcd76c473a770a81832,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0014,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0014.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0014.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0014,img_42e8d8a784a69489e580,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0015,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0015.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0015.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0015,img_43d0f384b07d7388d6db,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0016,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0016.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0016.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0016,img_44974790651d1b7badfa,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0017,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0017.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0017.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0017,img_4a12cb04c6ad4b44f7e4,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0018,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0018.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0018.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0018,img_4b1f1b0523dd6c73177c,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0019,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0019.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0019.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0019,img_4d5ab86fec7995e4762a,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0020,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0020.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0020.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0020,img_4ec66ad0f9ecacf25377,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0021,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0021.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0021.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0021,img_52fd567a6489c2ee806f,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0022,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0022.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0022.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0022,img_5882372f16349d4ccf22,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0023,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0023.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0023.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0023,img_5dde17f7235bd3b91b4e,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0024,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0024.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0024.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0024,img_6fcc906a6259240a019e,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0025,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0025.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0025.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0025,img_7902deec8b57c29e9a62,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0026,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0026.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0026.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0026,img_84c0549996fe08b21c59,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0027,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0027.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0027.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0027,img_85bd0416dfc971c6ce41,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0028,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0028.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0028.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0028,img_8ad7d07fa1daa0209cfb,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0029,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0029.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0029.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0029,img_908ed3f9b3c24e1d482b,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0030,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0030.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0030.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0030,img_9376400c90b45dd4f597,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0031,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0031.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0031.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0031,img_a423ba5191509d03f98b,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0032,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0032.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0032.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0032,img_a538de08cfa15ee606a9,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0033,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0033.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0033.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0033,img_ab8a5dd57e15fbe9d2e3,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0034,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0034.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0034.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0034,img_afedddc4a39035e55219,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0035,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0035.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0035.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0035,img_b1c587d8bfb662ed95c2,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0036,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0036.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0036.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0036,img_b2abcc150c16a6d7cca7,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0037,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0037.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0037.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0037,img_c25e79b9bfb565174fe1,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0038,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0038.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0038.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0038,img_ca042c3dcfcf09035923,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0039,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0039.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0039.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0039,img_d0a41f4af32f4866497f,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0040,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0040.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0040.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0040,img_d3c239af23a085e0b4d8,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0041,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0041.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0041.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0041,img_d48ab8d2ac1026abfc85,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0042,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0042.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0042.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0042,img_e346ea478db12b518ac8,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0043,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0043.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0043.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0043,img_e365a76f42760dd466b9,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0044,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0044.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0044.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0044,img_e5db75d93a225639e3a4,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0045,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0045.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0045.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0045,img_e8891781fa88057f59f7,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0046,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0046.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0046.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0046,img_ee34a766ad48467dd7e1,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0047,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0047.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0047.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0047,img_eeb10bbc10a5ef3f859b,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0048,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0048.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0048.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0048,img_fe985fa79b4211834161,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0049,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0049.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0049.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0049,img_014d9d77d1d61fed189b,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0050,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0050.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0050.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0050,img_093eea09221a4db0ebec,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0051,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0051.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0051.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0051,img_0d1c01fd26080936f42b,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0052,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0052.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0052.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0052,img_0d4cd0a31114b105cf51,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0053,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0053.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0053.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0053,img_0edb6472854aea980f2a,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0054,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0054.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0054.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0054,img_1672f71f16b77dc4d642,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0055,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0055.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0055.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0055,img_178ab769e005e689ff6f,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0056,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0056.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0056.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0056,img_1ba419dc88931db47c8c,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0057,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0057.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0057.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0057,img_22a6ba5828c46f12f6e5,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0058,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0058.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0058.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0058,img_22b8bcb88a805b153993,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0059,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0059.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0059.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0059,img_2e9cc5effd6823d55d02,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0060,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0060.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0060.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0060,img_34d44dfa65b93f389f95,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0061,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0061.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0061.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0061,img_380582f92698aae8c505,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0062,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0062.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0062.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0062,img_3fcd76c473a770a81832,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0063,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0063.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0063.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0063,img_42e8d8a784a69489e580,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0064,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0064.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0064.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0064,img_43d0f384b07d7388d6db,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0065,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0065.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0065.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0065,img_44974790651d1b7badfa,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0066,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0066.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0066.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0066,img_4a12cb04c6ad4b44f7e4,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0067,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0067.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0067.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0067,img_4b1f1b0523dd6c73177c,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0068,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0068.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0068.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0068,img_4d5ab86fec7995e4762a,synthetic_background_train,train
sted_blank_composites_training_v1_schema08_0069,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0069.npz,examples/sted_blank_composites_training_v1_schema08/sted_blank_composites_training_v1_schema08_0069.json,synthetic_sted_3d_morphology_0.8.0,fibras_morphology_scene_3d_0.8.0,synthetic_sted_training_v1_schema08_0069,img_4ec66ad0f9ecacf25377,synthetic_background_train,train
