stable_image_id,source_root_id,relative_path,source_sha256,acquisition_group,blank_pool_role,assignment_reason,human_approved,blank_status,validation_source,validator_role,validation_date,notes
img_071f2eb0e8624d5adc25,sted_blank_data,PN148_3R_PID_DIV10 (Series 3) [1].tif,2991a39f2d51209b2c1d1601248bad7d34bcb4d8959a805ee8c935b2729b84dc,PN148_3R_PID_DIV10,synthetic_background_validation,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_0f46f20cbb8877572a9b,sted_blank_data,PN148_3R_PID_DIV10 (Series 13) [1].tif,113b2a17fa057822cbf862cbb51e80a4ba503837ff7f027ce4b313bfd4b639ca,PN148_3R_PID_DIV10,synthetic_background_validation,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_17506389406a99cb56d1,sted_blank_data,PN148_3R_PID_DIV10 (Series 9) [1].tif,c79c3420b682834a4a5622e44f04427c17e92ffd3f5d14c8144d3175cfb1ffbe,PN148_3R_PID_DIV10,synthetic_background_validation,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_197a1eda9c7e380a79bc,sted_blank_data,PN148_3R_PID_DIV10 (Series 5) [1].tif,a176492066ee9f4e4e7355f7c58563ac4277a52468410cc8885d29c4ae5f44b2,PN148_3R_PID_DIV10,synthetic_background_validation,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_2677af2396cd59353057,sted_blank_data,PN148_3R_PID_DIV10 (Series 7) [1].tif,0998685d2fd53596825954300ad7a620258d46bcea8788c3e61f847fe9d6add4,PN148_3R_PID_DIV10,synthetic_background_validation,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_38b3a73612601c2365dc,sted_blank_data,PN148_3R_PID_DIV10 (Series 8) [1].tif,8d5a3759c5cb5796ff5f45c40f1c3b9ebdf819ed1f63f1d9820b594fc9c28602,PN148_3R_PID_DIV10,synthetic_background_validation,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_3e48ea79cdd6eb2f3608,sted_blank_data,PN148_3R_PID_DIV10 (Series 14) [1].tif,7f42888d11a6e47b5c26a7562ede5b2439997fb0b935c32baa1a03ff963ceaa2,PN148_3R_PID_DIV10,synthetic_background_validation,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_57d3081a023bc4ed425e,sted_blank_data,PN148_3R_PID_DIV10 (Series 0) [1].tif,a720720e8478368f14f6f8ee8e2f61362110701c593e3c0f491c0ebc03bf499f,PN148_3R_PID_DIV10,synthetic_background_validation,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_805765bc5e62c0da37aa,sted_blank_data,PN148_3R_PID_DIV10 (Series 10) [1].tif,92e5883be378c515bedea3ac0c2259fc320a5f04c3260caaca790180d5bebcea,PN148_3R_PID_DIV10,synthetic_background_validation,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_8e8d01b23af815bfbb96,sted_blank_data,PN148_3R_PID_DIV10 (Series 11) [1].tif,d3c755770f1b86164a96d3fbd7b823a65c0a6625ae23a6cef311fe6d30b580c8,PN148_3R_PID_DIV10,synthetic_background_validation,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_94ceca68616646b10924,sted_blank_data,PN148_3R_PID_DIV10 (Series 1) [1].tif,1424c69392a1b3c218fdb46d35d6ed4e393ae1f0802aac6fd6f2eb591f53aef8,PN148_3R_PID_DIV10,synthetic_background_validation,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_995ca957d2d911f16a9e,sted_blank_data,PN148_3R_PID_DIV10 (Series 4) [1].tif,5cffc04bce85e8bc739116e6c5e7c5fea1876b10849530a012315efed06f0b7d,PN148_3R_PID_DIV10,synthetic_background_validation,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_abf6a940f9676a485bfb,sted_blank_data,PN148_3R_PID_DIV10 (Series 2) [1].tif,3355f3ecec76967f13fe9b754a81e94e25af5756a306251b278b707ddcb01f47,PN148_3R_PID_DIV10,synthetic_background_validation,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_08ae300ced4437e087dc,sted_blank_data,PN148_4R_AD_DIV13 (Series 2) [1].tif,7ea2c90e5c165321b1f3d2723bfbe99b12708bf751795195552235ecce434163,PN148_4R_AD_DIV13,synthetic_background_test,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_1093d39c10b8866240ef,sted_blank_data,PN148_4R_AD_DIV13 (Series 0) [1].tif,00f0340bbafd26dd78a297fa1948289d66591f2dba24b9f0fbdf9243508f692c,PN148_4R_AD_DIV13,synthetic_background_test,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_10b1191cd6b41696b305,sted_blank_data,PN148_4R_AD_DIV13 (Series 10) [1].tif,ab8bf7d635475c705e6fabf596a3b049b14efd19336ecc16dfbfaf70585b4e5b,PN148_4R_AD_DIV13,synthetic_background_test,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_308fa0196a5896a7896b,sted_blank_data,PN148_4R_AD_DIV13 (Series 8) [1].tif,25a9485250350cd7eec1cc200768d1221b82ba3714b232041c5eab7284b1be10,PN148_4R_AD_DIV13,synthetic_background_test,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_351f2b19d31066686b88,sted_blank_data,PN148_4R_AD_DIV13 (Series 12) [1].tif,95a3bf6fe19bff0b2cdae12aedb8d3402f808aa3e94ebe03732b346b29cda610,PN148_4R_AD_DIV13,synthetic_background_test,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_4d9d3625c64a57acb19e,sted_blank_data,PN148_4R_AD_DIV13 (Series 1) [1].tif,b571f08d97dc55cb02345b97cb1c9f1dea35209d24905647d8ad1d00563d8354,PN148_4R_AD_DIV13,synthetic_background_test,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_554468edaeb27daf1a00,sted_blank_data,PN148_4R_AD_DIV13 (Series 13) [1].tif,5606ec1615393b355c5c795540228fd5631a7607312e3fbae31f6193be84290c,PN148_4R_AD_DIV13,synthetic_background_test,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_7614f115c69c8f5322b1,sted_blank_data,PN148_4R_AD_DIV13 (Series 6) [1].tif,a00679d15bbbf7ddbb320c4a3c88b3ab65d7a023d660cfff19c90a01e1639290,PN148_4R_AD_DIV13,synthetic_background_test,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_918a8d57c1cfbf26031e,sted_blank_data,PN148_4R_AD_DIV13 (Series 5) [1].tif,71c5303c9740f3f9ccca5b0c69ccb8a4fe41c312bd7073f94c66bc351d516129,PN148_4R_AD_DIV13,synthetic_background_test,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_9a69c45d7e06db0d986d,sted_blank_data,PN148_4R_AD_DIV13 (Series 7) [1].tif,7061e2a262219bebd95d637fa130d24c74fbe5df8df32a8bebc56345c08ab177,PN148_4R_AD_DIV13,synthetic_background_test,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_b30eb561e93baf3b6805,sted_blank_data,PN148_4R_AD_DIV13 (Series 9) [1].tif,5e46dd025de2af275760770a31773b81904d183d9de5ef376a781956ffb8f59c,PN148_4R_AD_DIV13,synthetic_background_test,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_c00182c8d4f47fe67aa9,sted_blank_data,PN148_4R_AD_DIV13 (Series 3) [1].tif,d62fa42b11e9ba098106da95c642ca002246123ac7756d8c54f4cab992431b5d,PN148_4R_AD_DIV13,synthetic_background_test,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_cefbf3d960c7c90cf3ce,sted_blank_data,PN148_4R_AD_DIV13 (Series 14) [1].tif,15f660ef8d4d5312f58362dde109c8499688f93b5f4370a483bf3bbb5ec9ce1b,PN148_4R_AD_DIV13,synthetic_background_test,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_f2a8653ec1225506a72c,sted_blank_data,PN148_4R_AD_DIV13 (Series 4) [1].tif,a6242fdb753f1c64c2d65d3c8f22e6d4d08bbcded0e43c285274cd89ea0be6ea,PN148_4R_AD_DIV13,synthetic_background_test,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_f40f7e407dc3b95780c6,sted_blank_data,PN148_4R_AD_DIV13 (Series 11) [1].tif,a5ab01a21e226776fc2a24ce3f1aa0a8fd8a3fd6d5dbbccd0b7481c01537f46a,PN148_4R_AD_DIV13,synthetic_background_test,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_06494922b372657b5c88,sted_blank_data,PN148_4R_PSP_DIV15 (Series 4) [1].tif,40687b28377d3e22c37dbbaaf8060e067b0185e80151149c9962e0d63ad8bf2c,PN148_4R_PSP_DIV15,pure_blank_qa,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_0669b4ccbe5730187943,sted_blank_data,PN148_4R_PSP_DIV15 (Series 13) [1].tif,3b3a9e8b4c2b724a884282387e82042d4532dad011a841ef59ef9f69721048d0,PN148_4R_PSP_DIV15,pure_blank_qa,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_36dad896ed23db2e1874,sted_blank_data,PN148_4R_PSP_DIV15 (Series 14) [1].tif,fd6681698152de2a295ad942d525a8a4220b944a1fe78ad43d1bf72bcf130c89,PN148_4R_PSP_DIV15,pure_blank_qa,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_4c827f12554905a4e808,sted_blank_data,PN148_4R_PSP_DIV15 (Series 9) [1].tif,ecd0a87e002d7b96409df4314e0406cfd9570e50ff2b74f205e057b1becaa82c,PN148_4R_PSP_DIV15,pure_blank_qa,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_722a93ba2d08d0000780,sted_blank_data,PN148_4R_PSP_DIV15 (Series 3) [1].tif,877d7c759158f96732325806a8d7594820511e024f05166620ba2078b006776a,PN148_4R_PSP_DIV15,pure_blank_qa,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_7feb5e8e13265c3c18f0,sted_blank_data,PN148_4R_PSP_DIV15 (Series 6) [1].tif,36159944d0ca7c9ecafc6b3ce3f867f7173bf77f72226dab38a2dfabadefc855,PN148_4R_PSP_DIV15,pure_blank_qa,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_8995027102563a3627f3,sted_blank_data,PN148_4R_PSP_DIV15 (Series 10) [1].tif,f26ec68b2567c73a27c570bb10dd8a1cb6379df82e1422e46cdc0a26f4dbc9b0,PN148_4R_PSP_DIV15,pure_blank_qa,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_9a2b1bf1a7264d1bafde,sted_blank_data,PN148_4R_PSP_DIV15 (Series 7) [1].tif,4c444e47863b00808aadbe57addc0ae77b0cc21adfd0c44be8b618dff7b7b1ff,PN148_4R_PSP_DIV15,pure_blank_qa,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_9b9b12e6080c8ba88b54,sted_blank_data,PN148_4R_PSP_DIV15 (Series 8) [1].tif,4c7e2a880d5ff88a81d214bba5386ce2c72f220840a187b66d6e43925854e4c0,PN148_4R_PSP_DIV15,pure_blank_qa,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_ab55a590feb887795c37,sted_blank_data,PN148_4R_PSP_DIV15 (Series 2) [1].tif,b14f76dd42f432c37d54bdb712ded8f9e034905f535019fc928b5b2061efdecf,PN148_4R_PSP_DIV15,pure_blank_qa,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_ba526d53c5769bd5fece,sted_blank_data,PN148_4R_PSP_DIV15 (Series 1) [1].tif,13ddf75fdacf87650673caeaad21fe977e312ea769003e474b288cc53b7efbdd,PN148_4R_PSP_DIV15,pure_blank_qa,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_bddb96edb958708b88cc,sted_blank_data,PN148_4R_PSP_DIV15 (Series 12) [1].tif,f3af9fca18be1d2c2d5f80b9f099d3aa4dd00fddaea08382bf6f4819e6ec568a,PN148_4R_PSP_DIV15,pure_blank_qa,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_da08c5d1ab61d07f614b,sted_blank_data,PN148_4R_PSP_DIV15 (Series 5) [1].tif,73fbed9ecc09a182b9a0bf65d57dbba2a1f61b43942c815e9c462d21167cfdcf,PN148_4R_PSP_DIV15,pure_blank_qa,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_e0f39b43e3d3f4c281a1,sted_blank_data,PN148_4R_PSP_DIV15 (Series 0) [1].tif,0f8379327773926ddb34356f7b99311d33537e493e0335f068681719d7e2bf9d,PN148_4R_PSP_DIV15,pure_blank_qa,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_f350649ab42bc5242f19,sted_blank_data,PN148_4R_PSP_DIV15 (Series 11) [1].tif,ad2acce5af1c707139c1f3703fd9c2f9e141eb3be4b5245804449faa4c967c4a,PN148_4R_PSP_DIV15,pure_blank_qa,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_014d9d77d1d61fed189b,sted_blank_data,PN151_4R_CBD_DIV11 (Series 6) [1].tif,e0ebbc52c77007a45149c713dcb4aac265a109b7300759009a6bb34b85af5a6b,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_093eea09221a4db0ebec,sted_blank_data,PN151_4R_CBD_DIV11 (Series 1) [1].tif,d44003d8dc9d9c543e2d37836eb1295238dc1f779d2c6b741d5b9eff487f6111,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_0d1c01fd26080936f42b,sted_blank_data,PN151_4R_CBD_DIV11 (Series 19) [1].tif,7377c928eafd8de4365af6f2d46b43fb96d619ebc19fd9ff19e14f3861068b1e,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_0d4cd0a31114b105cf51,sted_blank_data,PN151_4R_CBD_DIV11 (Series 9) [1].tif,3bcdd5e0d0cf8bd46f5417a9b0ceea180641f463919be406b0a44c31c0cbe7bb,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_178ab769e005e689ff6f,sted_blank_data,PN151_4R_CBD_DIV11 (Series 2) [1].tif,6792642327aaff9284167cec293c43a6fd77246a81d6cbd8ecf1cc34c35aad50,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_22a6ba5828c46f12f6e5,sted_blank_data,PN151_4R_CBD_DIV11 (Series 0) [1].tif,1ce4b543442878b027b197aa4923ba625dbca07d8c9c429137a78d21e5088fe9,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_2e9cc5effd6823d55d02,sted_blank_data,PN151_4R_CBD_DIV11 (Series 27) [1].tif,812701e720bd24174bbca2e60943deeddf8b0334d4b1c7a41fa6f24b6b8992f2,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_34d44dfa65b93f389f95,sted_blank_data,PN151_4R_CBD_DIV11 (Series 17) [1].tif,702b92999d7178f571c3e7efa432b6c6face9ae3067a2d45210d3bede5f22f35,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_380582f92698aae8c505,sted_blank_data,PN151_4R_CBD_DIV11 (Series 32) [1].tif,8de9288d45526b6785648bef2c67f3fa5fe549e3fb5c1ceb28f4b58873c61fd3,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
