sample_id,split,source_kind,source_image_id,npz_path,npz_sha256,json_path,json_sha256,schema_version,generator_version
PN148_3R_PID_DIV05__Series_2___1__crop_0012,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0012.npz,f0bfb5e151b2ac5be56b8ff051693d45471f8427a130e93444a80c2df2bfba2f,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0012.json,fe3b0f226f88eb17ea9f308a73e888515fa617284d93ef74937b81fcd2daee60,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0013,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0013.npz,ac297c49e04b42f295fdee95423d24d3b745bba4f8aa11c4374075075e9dab36,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0013.json,7727fdf1259e8b82f2cf528832137dddb6f2a35efa8fef570ecce833993d45ae,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0014,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0014.npz,8835759b5a3be6c9cbf39cfd7f971bccc420b5165ce0fc9c514351768511665c,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0014.json,ede7bf3eb0244e6f63d856025176c847dc38885895b9031157537069ce24e1a8,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0015,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0015.npz,a8694e824976f69680d8edbdc8b8042974077bd86c546582fcdb1f2201dc3e76,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0015.json,597d6db37e754440be76506a0430403a1cb8fb67f3ad38c92d7889c1f9adc6d2,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0016,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0016.npz,d1f7607844c4c3d984fc8163a763c99014837e782cb6ffa19fe4c942cfe5182d,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0016.json,c538d61839d00bbf70e3e6dc70bbe78624525ea3237155236d3a3752ab5a1f70,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0017,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0017.npz,ec44a93294be64ff8814cbe759cb726438391d325733f360b4c2dca7b547c6c6,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0017.json,eb782bf9c7e9ecc49d6c1b821ce0bdafefb0f74970424bedcc803b9f4a28b62e,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0018,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0018.npz,a968d694476640df617c4f5cfa9a1c28388adaa76bf41afcdfa3e613b255156b,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0018.json,61fd861399729a23b56abc12cacb1bf97502966c0d05ce5150b03e2446e54db8,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0019,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0019.npz,bab37c55bcb14275d4272ec8a9bab0795bc8242579a7513fe853383133d3d1da,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0019.json,a8aa2a621920d8ad8a1fcdbb92d8316fb7c8b16dd7b22d2acda1639ca9298652,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0020,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0020.npz,36149405848a55f6659c45525acf59abbfff436c223963c8c78207acdf73a182,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0020.json,c69078f7c118067f8758d637d7ab8cb8888bf68c3c6f34b6214a2a614e5ed622,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0021,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0021.npz,cf333db0d041eb6f04b4d9dd51d688bc37704485d1555a2d8476cef5a852b75e,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0021.json,78e72af21c1c60293a4d519109560fde1de953360c0994d54e2504e72c091727,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0022,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0022.npz,bf4620349c9182fdd7b62376e47e5a277f2d87618cbb303a400595a357d2ec36,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0022.json,e97031510abb32088fcbf701c8115f2325bbc64d0b4453ca83ad11e37cac1547,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0023,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0023.npz,66a998558560d1b770fea33cdd16cc82bd94a55df06fbb44bc66d4aa23d3c6c9,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0023.json,11acbc30e15161c2a7c9490517f25b6e59202d2a24927ab41e83024ddbd0f9c9,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0024,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0024.npz,32fd2ac369f2b909ab56e8a03d555114d877c3dd18fdae50ce901f4d40efc09d,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0024.json,75f45b63a6da567f87bea4e6768004df9d83d532cc7a4c76d65ae22b524e330f,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0025,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0025.npz,b87241ddbc3da90ecd20964c79a62e9fdaf4038003364a2fb80a85c46564d1ff,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0025.json,f76da26e0417979a7465c9857756753816051a19076c62abcc1c0e9b11dc232b,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0026,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0026.npz,01b1fad9f246d42c2d6d8fdc8d1d0845beda06f61755dcf3fbea5a08cddf5fb6,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0026.json,9775a0880370f336b640d4e57b60e6c53bee30301fe8a9b70f2f6a27a9e4cd03,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0027,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0027.npz,8a44d4194213c20b661bb5b77637a1b59e7f46a493fddf5945476e820e3691b0,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0027.json,1e5dd8f68ed4d270a586435f82c4ebb3ab1d629cccc961a6a8388df8f981272e,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0028,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0028.npz,d7b20e90c95a9a455770b20a0251d1ba2b349fc515201d568471951710824b09,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0028.json,e520ba4418da6ae6f85173de3ab1e71ffcf620e6b2c3ab5081d1077b2e04fd71,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0029,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0029.npz,8b4d514bb527eb05bf584afefb8c76a6dd4427de3a2a7a6214eadb30716b2df0,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0029.json,02cd41c46f71de3d683d9cbed386fc214b3c536e0b5e2d9eb4717a32e38cf169,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0030,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0030.npz,24e2f1b49efedb52f4adddee025ec4c304ee86a6c1731bae3d135b31c95eb209,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0030.json,31a0236b689ba2fd49ec7ea56af1d382fd5821af3562aa8968aef8072959b39d,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0031,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0031.npz,2c430dd7322d97d2c59febb20acf035f4c024e85308297876be8485c42b06182,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0031.json,5fb770e40c690b709fc841d90fb917fed16c03963fb98c845d7102f8735512a5,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0032,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0032.npz,27ee1c8c1d863bc4512903ca7736fe15279e1faeb201db2dbece05759f3bec1f,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0032.json,bb4c76f1c0bd5f78f33a0a9afc8381908f98d6cc4809eac7c03593aaeed22b8f,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0033,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0033.npz,f2ffddc3d2e3a3c7d7429c0732f53bec33a2ff3ce907f0c28d5961b6e56a37c3,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0033.json,a125aa300843b9f65de70675e63782e29d330fa823210d6394728204d550525b,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0034,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0034.npz,175f407afc4de0708f93b4e23e12e5a43ecf1de8ccfafdf05eca3881924fdcca,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0034.json,fc559b959490aa8805e846e17a1e986709608c26589ad0c1c35196ecf601675f,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0035,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0035.npz,792e5c255d65b9963062986f1ab05261f047da67418c324dec718005694004a9,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0035.json,92620e361e89c729a45b0ad67cb8c3d524830b958b25bbb0d3cf5ba3be57e307,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0036,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0036.npz,58d5f6b9a689874e08b0c289b91de887ef2f30d014ed8174ba6cfc1daa43d68e,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0036.json,a980bf57637bf7e0893e35bd09c257e3474d4d23c9a97e807507d2a59abe0d38,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0037,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0037.npz,b1ffff790bc97bf4ef3cd1f89163e4a5525e50709b3fc0768b04b86fd3889eb0,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0037.json,82644fa639f721d0aeb5eb3a83f118a8003012405a0b5fc1db31d00c076d11cc,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0038,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0038.npz,27629cbafbb672b4bb51671c6f2402321792078d212d509355c309c3f0ac6f51,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0038.json,508006efec967a7a47785e2b7ec36c89871d8f4cc94651497fbe7616c1e63e08,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0039,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0039.npz,49cd7fcb9b1b39b3dfbbfd7800c1768519c25ae250847db8dbcccfd6a4fc9787,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0039.json,6a8021ab1b293001943d134e17cf4779bcef3ea3b49e65a2edbe61e342d2d909,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0040,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0040.npz,d809be0429e393ba7181b23606ea5a95696e3d7f71478a1c5bef6bcb3daf8cce,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0040.json,967a7e36b1b6904aab9e080b7282a4b41eb0cd6b3ecf912d0dbadab45dd3cbce,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0041,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0041.npz,9eb1e01afb955f21464b24adab8c4cb7cef71c1ad3552eee51932b539aeab4d0,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0041.json,0542f3218a667c8faa655c8d54497f40579e0cbf4962174458ab7ec519b1b1f6,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0042,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0042.npz,7b55200700f0fcde8f0fe18628616d81139d5717236968592ca2b89145dbe007,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0042.json,efd39236073c556bca6e0376b67bd92da918e25f9f67434d4e6ff241ec490ffd,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0043,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0043.npz,35d718f68aceeb37b858ae49ae176d0d53ded94c237e583779cc81a709b68eb8,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0043.json,32d8235d755fd5f46f54c1e0b83a971a09fc65a2bf086eeee588e774608d0024,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0044,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0044.npz,3af4d64e22afcbbf1c4ef72948afc2fa4d95496095d0b0de6c914b386940811c,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0044.json,a439d9ba06eb5c36a9943e9aacc17d9a1293701e2e431f3f1fc74fbc9aac5958,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0045,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0045.npz,62566dbbca3d8f4739d45c3dbd0976fa2c19c73c1d6282465bdf9e42e9f8da12,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0045.json,eacd5fb9e5b8a42e8a367a16f22f27e286308fb8b5249d96ae8c32cff41cbc42,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0046,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0046.npz,a2de5221efda7b13f8f3b1f557e6cafd8c115b2d756809f6e7b3e463ac05662a,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0046.json,80b7eba8d3cb059b385942cbccb8ad5687d7fd3bc71be22716678436a90ab0ec,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0047,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0047.npz,b8a934ca9d0ccf0ede8a12f70a722a205ae6e8f2911ff2d26814f21436001e85,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0047.json,5aab86bf4d2b8e18df578769ad3be9df7c698ca1ffdb9208d5cd2ca207086a17,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0048,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0048.npz,34c2ac0da014ad3cff607380d8452e04484071fdc8863ed9a7e9b1f2fd0a44a0,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0048.json,891131f89b701b5bd8b807669c24f129e395a0f8470790c735a6d78ac8f808da,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0049,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0049.npz,0131e92a1abb0f8dcf450dfa16e783f547deb5ab3ff13fd7988bdef042bf82a2,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0049.json,35a9a3bf3313380b9900b524ab0b3d67ef47ceac8dc9bc97e066842b7fbc33b5,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
