decomposition_method,sigma_px,residual_variance,residual_power_tail_median,low_frequency_gradient_p95_minus_p5,physical_uniqueness_warning,stable_image_id,source_kind,relative_path
gaussian_lowpass,8,5.1462,6191.37,3.30019,not physically unique; deterministic analysis decomposition only,img_093eea09221a4db0ebec,blank_background,PN151_4R_CBD_DIV11 (Series 1) [1].tif
gaussian_lowpass,32,5.76058,6261.03,2.96124,not physically unique; deterministic analysis decomposition only,img_093eea09221a4db0ebec,blank_background,PN151_4R_CBD_DIV11 (Series 1) [1].tif
gaussian_lowpass,64,5.97495,6268.54,2.73193,not physically unique; deterministic analysis decomposition only,img_093eea09221a4db0ebec,blank_background,PN151_4R_CBD_DIV11 (Series 1) [1].tif
gaussian_lowpass,8,6.45113,8623.99,7.80697,not physically unique; deterministic analysis decomposition only,img_0d4cd0a31114b105cf51,blank_background,PN151_4R_CBD_DIV11 (Series 9) [1].tif
gaussian_lowpass,32,7.02758,8666.64,7.53727,not physically unique; deterministic analysis decomposition only,img_0d4cd0a31114b105cf51,blank_background,PN151_4R_CBD_DIV11 (Series 9) [1].tif
gaussian_lowpass,64,7.44138,8667.54,7.01081,not physically unique; deterministic analysis decomposition only,img_0d4cd0a31114b105cf51,blank_background,PN151_4R_CBD_DIV11 (Series 9) [1].tif
gaussian_lowpass,8,5.65765,6897.7,5.12497,not physically unique; deterministic analysis decomposition only,img_0f46f20cbb8877572a9b,blank_background,PN148_3R_PID_DIV10 (Series 13) [1].tif
gaussian_lowpass,32,6.20491,6949.71,4.62656,not physically unique; deterministic analysis decomposition only,img_0f46f20cbb8877572a9b,blank_background,PN148_3R_PID_DIV10 (Series 13) [1].tif
gaussian_lowpass,64,6.57897,6963.12,4.10224,not physically unique; deterministic analysis decomposition only,img_0f46f20cbb8877572a9b,blank_background,PN148_3R_PID_DIV10 (Series 13) [1].tif
gaussian_lowpass,8,16.6548,17898.5,14.3475,not physically unique; deterministic analysis decomposition only,img_10b1191cd6b41696b305,blank_background,PN148_4R_AD_DIV13 (Series 10) [1].tif
gaussian_lowpass,32,18.6123,17969,13.6577,not physically unique; deterministic analysis decomposition only,img_10b1191cd6b41696b305,blank_background,PN148_4R_AD_DIV13 (Series 10) [1].tif
gaussian_lowpass,64,20.2765,17905.4,12.777,not physically unique; deterministic analysis decomposition only,img_10b1191cd6b41696b305,blank_background,PN148_4R_AD_DIV13 (Series 10) [1].tif
gaussian_lowpass,8,13.1998,14225,15.0317,not physically unique; deterministic analysis decomposition only,img_17506389406a99cb56d1,blank_background,PN148_3R_PID_DIV10 (Series 9) [1].tif
gaussian_lowpass,32,14.9072,14235.5,14.1316,not physically unique; deterministic analysis decomposition only,img_17506389406a99cb56d1,blank_background,PN148_3R_PID_DIV10 (Series 9) [1].tif
gaussian_lowpass,64,16.8516,14324.1,12.4755,not physically unique; deterministic analysis decomposition only,img_17506389406a99cb56d1,blank_background,PN148_3R_PID_DIV10 (Series 9) [1].tif
gaussian_lowpass,8,10.266,11459.7,10.8959,not physically unique; deterministic analysis decomposition only,img_197a1eda9c7e380a79bc,blank_background,PN148_3R_PID_DIV10 (Series 5) [1].tif
gaussian_lowpass,32,11.5161,11599,10.3275,not physically unique; deterministic analysis decomposition only,img_197a1eda9c7e380a79bc,blank_background,PN148_3R_PID_DIV10 (Series 5) [1].tif
gaussian_lowpass,64,12.6078,11619.8,9.60888,not physically unique; deterministic analysis decomposition only,img_197a1eda9c7e380a79bc,blank_background,PN148_3R_PID_DIV10 (Series 5) [1].tif
gaussian_lowpass,8,11.5077,14978.1,7.651,not physically unique; deterministic analysis decomposition only,img_22a6ba5828c46f12f6e5,blank_background,PN151_4R_CBD_DIV11 (Series 0) [1].tif
gaussian_lowpass,32,12.271,15076.6,7.22084,not physically unique; deterministic analysis decomposition only,img_22a6ba5828c46f12f6e5,blank_background,PN151_4R_CBD_DIV11 (Series 0) [1].tif
gaussian_lowpass,64,12.7053,14970.3,6.91071,not physically unique; deterministic analysis decomposition only,img_22a6ba5828c46f12f6e5,blank_background,PN151_4R_CBD_DIV11 (Series 0) [1].tif
gaussian_lowpass,8,10.3266,12573.8,8.80266,not physically unique; deterministic analysis decomposition only,img_2677af2396cd59353057,blank_background,PN148_3R_PID_DIV10 (Series 7) [1].tif
gaussian_lowpass,32,11.4465,12517,8.12353,not physically unique; deterministic analysis decomposition only,img_2677af2396cd59353057,blank_background,PN148_3R_PID_DIV10 (Series 7) [1].tif
gaussian_lowpass,64,12.4589,12561.5,7.33865,not physically unique; deterministic analysis decomposition only,img_2677af2396cd59353057,blank_background,PN148_3R_PID_DIV10 (Series 7) [1].tif
gaussian_lowpass,8,19.493,20836.1,12.6869,not physically unique; deterministic analysis decomposition only,img_308fa0196a5896a7896b,blank_background,PN148_4R_AD_DIV13 (Series 8) [1].tif
gaussian_lowpass,32,22.0535,20962.6,11.6961,not physically unique; deterministic analysis decomposition only,img_308fa0196a5896a7896b,blank_background,PN148_4R_AD_DIV13 (Series 8) [1].tif
gaussian_lowpass,64,24.281,20876.4,11.1482,not physically unique; deterministic analysis decomposition only,img_308fa0196a5896a7896b,blank_background,PN148_4R_AD_DIV13 (Series 8) [1].tif
gaussian_lowpass,8,21.4493,21978.3,17.5051,not physically unique; deterministic analysis decomposition only,img_351f2b19d31066686b88,blank_background,PN148_4R_AD_DIV13 (Series 12) [1].tif
gaussian_lowpass,32,23.9544,21830.7,16.4494,not physically unique; deterministic analysis decomposition only,img_351f2b19d31066686b88,blank_background,PN148_4R_AD_DIV13 (Series 12) [1].tif
gaussian_lowpass,64,26.9864,21995.2,15.3504,not physically unique; deterministic analysis decomposition only,img_351f2b19d31066686b88,blank_background,PN148_4R_AD_DIV13 (Series 12) [1].tif
gaussian_lowpass,8,11.4666,13804.2,9.8536,not physically unique; deterministic analysis decomposition only,img_380582f92698aae8c505,blank_background,PN151_4R_CBD_DIV11 (Series 32) [1].tif
gaussian_lowpass,32,12.3409,14001,9.26042,not physically unique; deterministic analysis decomposition only,img_380582f92698aae8c505,blank_background,PN151_4R_CBD_DIV11 (Series 32) [1].tif
gaussian_lowpass,64,13.1274,13916.4,8.46787,not physically unique; deterministic analysis decomposition only,img_380582f92698aae8c505,blank_background,PN151_4R_CBD_DIV11 (Series 32) [1].tif
gaussian_lowpass,8,5.91255,5671.41,5.4432,not physically unique; deterministic analysis decomposition only,img_3e48ea79cdd6eb2f3608,blank_background,PN148_3R_PID_DIV10 (Series 14) [1].tif
gaussian_lowpass,32,6.30162,5662.09,4.87881,not physically unique; deterministic analysis decomposition only,img_3e48ea79cdd6eb2f3608,blank_background,PN148_3R_PID_DIV10 (Series 14) [1].tif
gaussian_lowpass,64,6.67171,5707.15,4.12151,not physically unique; deterministic analysis decomposition only,img_3e48ea79cdd6eb2f3608,blank_background,PN148_3R_PID_DIV10 (Series 14) [1].tif
gaussian_lowpass,8,7.96611,9767.69,7.84699,not physically unique; deterministic analysis decomposition only,img_42e8d8a784a69489e580,blank_background,PN151_4R_CBD_DIV11 (Series 11) [1].tif
gaussian_lowpass,32,8.54093,9917.84,7.70417,not physically unique; deterministic analysis decomposition only,img_42e8d8a784a69489e580,blank_background,PN151_4R_CBD_DIV11 (Series 11) [1].tif
gaussian_lowpass,64,8.82693,9816.57,7.39733,not physically unique; deterministic analysis decomposition only,img_42e8d8a784a69489e580,blank_background,PN151_4R_CBD_DIV11 (Series 11) [1].tif
gaussian_lowpass,8,11.2561,12070,7.74539,not physically unique; deterministic analysis decomposition only,img_44974790651d1b7badfa,blank_background,PN148_3R_AD_DIV15 (Series 13) [1].tif
gaussian_lowpass,32,12.2302,12121.7,7.02794,not physically unique; deterministic analysis decomposition only,img_44974790651d1b7badfa,blank_background,PN148_3R_AD_DIV15 (Series 13) [1].tif
gaussian_lowpass,64,13.1197,12053.5,6.3443,not physically unique; deterministic analysis decomposition only,img_44974790651d1b7badfa,blank_background,PN148_3R_AD_DIV15 (Series 13) [1].tif
gaussian_lowpass,8,9.24551,10796.5,8.34318,not physically unique; deterministic analysis decomposition only,img_4b1f1b0523dd6c73177c,blank_background,PN151_4R_CBD_DIV11 (Series 12) [1].tif
gaussian_lowpass,32,9.93007,10946.9,7.87506,not physically unique; deterministic analysis decomposition only,img_4b1f1b0523dd6c73177c,blank_background,PN151_4R_CBD_DIV11 (Series 12) [1].tif
gaussian_lowpass,64,10.4824,10868.8,7.4195,not physically unique; deterministic analysis decomposition only,img_4b1f1b0523dd6c73177c,blank_background,PN151_4R_CBD_DIV11 (Series 12) [1].tif
gaussian_lowpass,8,8.95906,11885.4,7.16034,not physically unique; deterministic analysis decomposition only,img_4d5ab86fec7995e4762a,blank_background,PN151_4R_CBD_DIV11 (Series 4) [1].tif
gaussian_lowpass,32,10.0873,12003.7,6.78763,not physically unique; deterministic analysis decomposition only,img_4d5ab86fec7995e4762a,blank_background,PN151_4R_CBD_DIV11 (Series 4) [1].tif
gaussian_lowpass,64,10.489,12055.5,6.41403,not physically unique; deterministic analysis decomposition only,img_4d5ab86fec7995e4762a,blank_background,PN151_4R_CBD_DIV11 (Series 4) [1].tif
gaussian_lowpass,8,6.26405,7802.96,5.30027,not physically unique; deterministic analysis decomposition only,img_4ec66ad0f9ecacf25377,blank_background,PN151_4R_CBD_DIV11 (Series 22) [1].tif
gaussian_lowpass,32,6.83272,7800.82,4.7802,not physically unique; deterministic analysis decomposition only,img_4ec66ad0f9ecacf25377,blank_background,PN151_4R_CBD_DIV11 (Series 22) [1].tif
gaussian_lowpass,64,7.28123,7738.69,4.04624,not physically unique; deterministic analysis decomposition only,img_4ec66ad0f9ecacf25377,blank_background,PN151_4R_CBD_DIV11 (Series 22) [1].tif
gaussian_lowpass,8,12.9815,13476.3,8.71249,not physically unique; deterministic analysis decomposition only,img_554468edaeb27daf1a00,blank_background,PN148_4R_AD_DIV13 (Series 13) [1].tif
gaussian_lowpass,32,14.1483,13631.6,8.12839,not physically unique; deterministic analysis decomposition only,img_554468edaeb27daf1a00,blank_background,PN148_4R_AD_DIV13 (Series 13) [1].tif
gaussian_lowpass,64,15.2755,13597.8,7.68999,not physically unique; deterministic analysis decomposition only,img_554468edaeb27daf1a00,blank_background,PN148_4R_AD_DIV13 (Series 13) [1].tif
gaussian_lowpass,8,12.3244,11951,12.4173,not physically unique; deterministic analysis decomposition only,img_5882372f16349d4ccf22,blank_background,PN148_3R_AD_DIV15 (Series 8) [1].tif
gaussian_lowpass,32,13.4009,11911.1,11.5985,not physically unique; deterministic analysis decomposition only,img_5882372f16349d4ccf22,blank_background,PN148_3R_AD_DIV15 (Series 8) [1].tif
gaussian_lowpass,64,14.699,12034.3,10.6691,not physically unique; deterministic analysis decomposition only,img_5882372f16349d4ccf22,blank_background,PN148_3R_AD_DIV15 (Series 8) [1].tif
gaussian_lowpass,8,11.2541,12426.9,9.16601,not physically unique; deterministic analysis decomposition only,img_6fcc906a6259240a019e,blank_background,PN148_3R_AD_DIV15 (Series 11) [1].tif
gaussian_lowpass,32,12.0467,12360.6,8.6382,not physically unique; deterministic analysis decomposition only,img_6fcc906a6259240a019e,blank_background,PN148_3R_AD_DIV15 (Series 11) [1].tif
gaussian_lowpass,64,12.9069,12449.1,8.01707,not physically unique; deterministic analysis decomposition only,img_6fcc906a6259240a019e,blank_background,PN148_3R_AD_DIV15 (Series 11) [1].tif
gaussian_lowpass,8,12.7267,13240,9.31804,not physically unique; deterministic analysis decomposition only,img_7614f115c69c8f5322b1,blank_background,PN148_4R_AD_DIV13 (Series 6) [1].tif
gaussian_lowpass,32,13.8165,13202.4,8.80935,not physically unique; deterministic analysis decomposition only,img_7614f115c69c8f5322b1,blank_background,PN148_4R_AD_DIV13 (Series 6) [1].tif
gaussian_lowpass,64,14.6915,13122.5,8.42998,not physically unique; deterministic analysis decomposition only,img_7614f115c69c8f5322b1,blank_background,PN148_4R_AD_DIV13 (Series 6) [1].tif
gaussian_lowpass,8,13.8858,14400.9,12.0342,not physically unique; deterministic analysis decomposition only,img_7feb5e8e13265c3c18f0,blank_background,PN148_4R_PSP_DIV15 (Series 6) [1].tif
gaussian_lowpass,32,15.3733,14598.3,11.0369,not physically unique; deterministic analysis decomposition only,img_7feb5e8e13265c3c18f0,blank_background,PN148_4R_PSP_DIV15 (Series 6) [1].tif
gaussian_lowpass,64,17.3832,14570.5,9.71733,not physically unique; deterministic analysis decomposition only,img_7feb5e8e13265c3c18f0,blank_background,PN148_4R_PSP_DIV15 (Series 6) [1].tif
gaussian_lowpass,8,5.29632,8431.01,3.34121,not physically unique; deterministic analysis decomposition only,img_84c0549996fe08b21c59,blank_background,PN151_4R_CBD_DIV11 (Series 5) [1].tif
gaussian_lowpass,32,5.97119,8286.5,3.04523,not physically unique; deterministic analysis decomposition only,img_84c0549996fe08b21c59,blank_background,PN151_4R_CBD_DIV11 (Series 5) [1].tif
gaussian_lowpass,64,6.12449,8407.69,2.85178,not physically unique; deterministic analysis decomposition only,img_84c0549996fe08b21c59,blank_background,PN151_4R_CBD_DIV11 (Series 5) [1].tif
gaussian_lowpass,8,14.1758,15164.6,11.0888,not physically unique; deterministic analysis decomposition only,img_8995027102563a3627f3,blank_background,PN148_4R_PSP_DIV15 (Series 10) [1].tif
gaussian_lowpass,32,15.6112,15199.1,10.2096,not physically unique; deterministic analysis decomposition only,img_8995027102563a3627f3,blank_background,PN148_4R_PSP_DIV15 (Series 10) [1].tif
gaussian_lowpass,64,16.9399,15253,9.00792,not physically unique; deterministic analysis decomposition only,img_8995027102563a3627f3,blank_background,PN148_4R_PSP_DIV15 (Series 10) [1].tif
gaussian_lowpass,8,10.2646,10686.4,7.71336,not physically unique; deterministic analysis decomposition only,img_8e8d01b23af815bfbb96,blank_background,PN148_3R_PID_DIV10 (Series 11) [1].tif
gaussian_lowpass,32,11.6301,10880.5,7.16737,not physically unique; deterministic analysis decomposition only,img_8e8d01b23af815bfbb96,blank_background,PN148_3R_PID_DIV10 (Series 11) [1].tif
gaussian_lowpass,64,12.3373,10962.8,6.46463,not physically unique; deterministic analysis decomposition only,img_8e8d01b23af815bfbb96,blank_background,PN148_3R_PID_DIV10 (Series 11) [1].tif
gaussian_lowpass,8,21.0011,25174.2,17.3655,not physically unique; deterministic analysis decomposition only,img_918a8d57c1cfbf26031e,blank_background,PN148_4R_AD_DIV13 (Series 5) [1].tif
gaussian_lowpass,32,25.9075,25362.3,15.9831,not physically unique; deterministic analysis decomposition only,img_918a8d57c1cfbf26031e,blank_background,PN148_4R_AD_DIV13 (Series 5) [1].tif
gaussian_lowpass,64,29.7605,25193.3,14.9181,not physically unique; deterministic analysis decomposition only,img_918a8d57c1cfbf26031e,blank_background,PN148_4R_AD_DIV13 (Series 5) [1].tif
gaussian_lowpass,8,10.4933,11069.8,12.5561,not physically unique; deterministic analysis decomposition only,img_94ceca68616646b10924,blank_background,PN148_3R_PID_DIV10 (Series 1) [1].tif
gaussian_lowpass,32,11.826,11031.7,11.9505,not physically unique; deterministic analysis decomposition only,img_94ceca68616646b10924,blank_background,PN148_3R_PID_DIV10 (Series 1) [1].tif
gaussian_lowpass,64,13.098,11058.7,10.9771,not physically unique; deterministic analysis decomposition only,img_94ceca68616646b10924,blank_background,PN148_3R_PID_DIV10 (Series 1) [1].tif
gaussian_lowpass,8,20.7522,21850.5,16.3382,not physically unique; deterministic analysis decomposition only,img_9a2b1bf1a7264d1bafde,blank_background,PN148_4R_PSP_DIV15 (Series 7) [1].tif
gaussian_lowpass,32,23.3016,21889.4,15.3628,not physically unique; deterministic analysis decomposition only,img_9a2b1bf1a7264d1bafde,blank_background,PN148_4R_PSP_DIV15 (Series 7) [1].tif
gaussian_lowpass,64,26.1101,21919.3,13.9328,not physically unique; deterministic analysis decomposition only,img_9a2b1bf1a7264d1bafde,blank_background,PN148_4R_PSP_DIV15 (Series 7) [1].tif
gaussian_lowpass,8,16.1208,16922.2,11.2089,not physically unique; deterministic analysis decomposition only,img_9b9b12e6080c8ba88b54,blank_background,PN148_4R_PSP_DIV15 (Series 8) [1].tif
gaussian_lowpass,32,18.1333,16920.3,10.141,not physically unique; deterministic analysis decomposition only,img_9b9b12e6080c8ba88b54,blank_background,PN148_4R_PSP_DIV15 (Series 8) [1].tif
gaussian_lowpass,64,20.2634,16894.4,9.62261,not physically unique; deterministic analysis decomposition only,img_9b9b12e6080c8ba88b54,blank_background,PN148_4R_PSP_DIV15 (Series 8) [1].tif
gaussian_lowpass,8,10.3792,10705,7.33154,not physically unique; deterministic analysis decomposition only,img_a538de08cfa15ee606a9,blank_background,PN148_3R_AD_DIV15 (Series 12) [1].tif
gaussian_lowpass,32,11.2461,10693.9,6.62075,not physically unique; deterministic analysis decomposition only,img_a538de08cfa15ee606a9,blank_background,PN148_3R_AD_DIV15 (Series 12) [1].tif
gaussian_lowpass,64,11.9393,10696.5,5.59145,not physically unique; deterministic analysis decomposition only,img_a538de08cfa15ee606a9,blank_background,PN148_3R_AD_DIV15 (Series 12) [1].tif
gaussian_lowpass,8,5.36247,6620.87,4.15012,not physically unique; deterministic analysis decomposition only,img_ab8a5dd57e15fbe9d2e3,blank_background,PN151_4R_CBD_DIV11 (Series 18) [1].tif
gaussian_lowpass,32,5.94541,6686.01,3.42189,not physically unique; deterministic analysis decomposition only,img_ab8a5dd57e15fbe9d2e3,blank_background,PN151_4R_CBD_DIV11 (Series 18) [1].tif
gaussian_lowpass,64,6.3603,6699.37,2.71948,not physically unique; deterministic analysis decomposition only,img_ab8a5dd57e15fbe9d2e3,blank_background,PN151_4R_CBD_DIV11 (Series 18) [1].tif
gaussian_lowpass,8,10.0256,11245.1,6.62033,not physically unique; deterministic analysis decomposition only,img_afedddc4a39035e55219,blank_background,PN151_4R_CBD_DIV11 (Series 28) [1].tif
gaussian_lowpass,32,10.6883,11319.5,6.04383,not physically unique; deterministic analysis decomposition only,img_afedddc4a39035e55219,blank_background,PN151_4R_CBD_DIV11 (Series 28) [1].tif
gaussian_lowpass,64,11.2205,11223.7,5.60593,not physically unique; deterministic analysis decomposition only,img_afedddc4a39035e55219,blank_background,PN151_4R_CBD_DIV11 (Series 28) [1].tif
gaussian_lowpass,8,4.20514,5838.54,5.31477,not physically unique; deterministic analysis decomposition only,img_b2abcc150c16a6d7cca7,blank_background,PN151_4R_CBD_DIV11 (Series 23) [1].tif
gaussian_lowpass,32,5.50824,6357.85,4.85928,not physically unique; deterministic analysis decomposition only,img_b2abcc150c16a6d7cca7,blank_background,PN151_4R_CBD_DIV11 (Series 23) [1].tif
gaussian_lowpass,64,5.92912,6719.36,3.97052,not physically unique; deterministic analysis decomposition only,img_b2abcc150c16a6d7cca7,blank_background,PN151_4R_CBD_DIV11 (Series 23) [1].tif
gaussian_lowpass,8,9.83771,9826.22,6.49251,not physically unique; deterministic analysis decomposition only,img_ba526d53c5769bd5fece,blank_background,PN148_4R_PSP_DIV15 (Series 1) [1].tif
gaussian_lowpass,32,10.5659,9831.51,6.10541,not physically unique; deterministic analysis decomposition only,img_ba526d53c5769bd5fece,blank_background,PN148_4R_PSP_DIV15 (Series 1) [1].tif
gaussian_lowpass,64,11.1714,9736.27,5.52915,not physically unique; deterministic analysis decomposition only,img_ba526d53c5769bd5fece,blank_background,PN148_4R_PSP_DIV15 (Series 1) [1].tif
gaussian_lowpass,8,12.6012,12398.9,11.7612,not physically unique; deterministic analysis decomposition only,img_c00182c8d4f47fe67aa9,blank_background,PN148_4R_AD_DIV13 (Series 3) [1].tif
gaussian_lowpass,32,13.618,12449.3,11.366,not physically unique; deterministic analysis decomposition only,img_c00182c8d4f47fe67aa9,blank_background,PN148_4R_AD_DIV13 (Series 3) [1].tif
gaussian_lowpass,64,14.5182,12436.2,10.6512,not physically unique; deterministic analysis decomposition only,img_c00182c8d4f47fe67aa9,blank_background,PN148_4R_AD_DIV13 (Series 3) [1].tif
gaussian_lowpass,8,7.84927,7818.24,5.91063,not physically unique; deterministic analysis decomposition only,img_ca042c3dcfcf09035923,blank_background,PN148_3R_AD_DIV15 (Series 2) [1].tif
gaussian_lowpass,32,8.30939,7898.36,5.56757,not physically unique; deterministic analysis decomposition only,img_ca042c3dcfcf09035923,blank_background,PN148_3R_AD_DIV15 (Series 2) [1].tif
gaussian_lowpass,64,8.68618,7874.97,5.13582,not physically unique; deterministic analysis decomposition only,img_ca042c3dcfcf09035923,blank_background,PN148_3R_AD_DIV15 (Series 2) [1].tif
gaussian_lowpass,8,8.23187,9591.91,5.23547,not physically unique; deterministic analysis decomposition only,img_d0a41f4af32f4866497f,blank_background,PN151_4R_CBD_DIV11 (Series 33) [1].tif
gaussian_lowpass,32,8.69626,9658.36,4.96152,not physically unique; deterministic analysis decomposition only,img_d0a41f4af32f4866497f,blank_background,PN151_4R_CBD_DIV11 (Series 33) [1].tif
gaussian_lowpass,64,8.92269,9546.34,4.8615,not physically unique; deterministic analysis decomposition only,img_d0a41f4af32f4866497f,blank_background,PN151_4R_CBD_DIV11 (Series 33) [1].tif
gaussian_lowpass,8,5.37492,6534.77,3.34168,not physically unique; deterministic analysis decomposition only,img_d48ab8d2ac1026abfc85,blank_background,PN151_4R_CBD_DIV11 (Series 30) [1].tif
gaussian_lowpass,32,5.75539,6501.45,2.97901,not physically unique; deterministic analysis decomposition only,img_d48ab8d2ac1026abfc85,blank_background,PN151_4R_CBD_DIV11 (Series 30) [1].tif
gaussian_lowpass,64,5.94322,6601.54,2.87305,not physically unique; deterministic analysis decomposition only,img_d48ab8d2ac1026abfc85,blank_background,PN151_4R_CBD_DIV11 (Series 30) [1].tif
gaussian_lowpass,8,9.53171,10470.3,5.84971,not physically unique; deterministic analysis decomposition only,img_e0f39b43e3d3f4c281a1,blank_background,PN148_4R_PSP_DIV15 (Series 0) [1].tif
gaussian_lowpass,32,10.3146,10556.2,5.22247,not physically unique; deterministic analysis decomposition only,img_e0f39b43e3d3f4c281a1,blank_background,PN148_4R_PSP_DIV15 (Series 0) [1].tif
gaussian_lowpass,64,10.8435,10550.1,4.64868,not physically unique; deterministic analysis decomposition only,img_e0f39b43e3d3f4c281a1,blank_background,PN148_4R_PSP_DIV15 (Series 0) [1].tif
gaussian_lowpass,8,8.0605,7835.03,7.20685,not physically unique; deterministic analysis decomposition only,img_e365a76f42760dd466b9,blank_background,PN148_3R_AD_DIV15 (Series 5) [1].tif
gaussian_lowpass,32,8.44825,7837.19,6.86992,not physically unique; deterministic analysis decomposition only,img_e365a76f42760dd466b9,blank_background,PN148_3R_AD_DIV15 (Series 5) [1].tif
gaussian_lowpass,64,8.85104,7882,6.37275,not physically unique; deterministic analysis decomposition only,img_e365a76f42760dd466b9,blank_background,PN148_3R_AD_DIV15 (Series 5) [1].tif
gaussian_lowpass,8,14.6801,19911.2,9.42425,not physically unique; deterministic analysis decomposition only,img_e8891781fa88057f59f7,blank_background,PN151_4R_CBD_DIV11 (Series 3) [1].tif
gaussian_lowpass,32,15.9034,19951.7,8.85842,not physically unique; deterministic analysis decomposition only,img_e8891781fa88057f59f7,blank_background,PN151_4R_CBD_DIV11 (Series 3) [1].tif
gaussian_lowpass,64,16.6775,19898.5,8.52002,not physically unique; deterministic analysis decomposition only,img_e8891781fa88057f59f7,blank_background,PN151_4R_CBD_DIV11 (Series 3) [1].tif
gaussian_lowpass,8,7.90418,9172.44,6.83557,not physically unique; deterministic analysis decomposition only,img_eeb10bbc10a5ef3f859b,blank_background,PN151_4R_CBD_DIV11 (Series 29) [1].tif
gaussian_lowpass,32,8.35933,9229.48,6.67255,not physically unique; deterministic analysis decomposition only,img_eeb10bbc10a5ef3f859b,blank_background,PN151_4R_CBD_DIV11 (Series 29) [1].tif
gaussian_lowpass,64,8.61006,9154.92,6.29448,not physically unique; deterministic analysis decomposition only,img_eeb10bbc10a5ef3f859b,blank_background,PN151_4R_CBD_DIV11 (Series 29) [1].tif
gaussian_lowpass,8,12.7399,13357.5,11.2852,not physically unique; deterministic analysis decomposition only,img_f350649ab42bc5242f19,blank_background,PN148_4R_PSP_DIV15 (Series 11) [1].tif
gaussian_lowpass,32,14.4854,13428.1,10.1724,not physically unique; deterministic analysis decomposition only,img_f350649ab42bc5242f19,blank_background,PN148_4R_PSP_DIV15 (Series 11) [1].tif
gaussian_lowpass,64,16.194,13439.5,8.57101,not physically unique; deterministic analysis decomposition only,img_f350649ab42bc5242f19,blank_background,PN148_4R_PSP_DIV15 (Series 11) [1].tif
gaussian_lowpass,8,5.85749,5981.84,4.45933,not physically unique; deterministic analysis decomposition only,img_fe985fa79b4211834161,blank_background,PN148_3R_AD_DIV15 (Series 7) [1].tif
gaussian_lowpass,32,6.16254,6012.04,4.08675,not physically unique; deterministic analysis decomposition only,img_fe985fa79b4211834161,blank_background,PN148_3R_AD_DIV15 (Series 7) [1].tif
gaussian_lowpass,64,6.40982,5987.46,3.77075,not physically unique; deterministic analysis decomposition only,img_fe985fa79b4211834161,blank_background,PN148_3R_AD_DIV15 (Series 7) [1].tif
